Name;Koords;Passierbarkeit;cloak_unuseable;warpdrive_leak;lss_malfunction;no_spacecraft_count;dubious_spacecraft_count;no_subspace_lines;lss_blockade;nfs_malfunction_cooldown;shield_malfunction;reactor_leak;eps_leak;hit_chance_interference;evade_chance_interference;energy_weapon_buff;energy_weapon_nerf;regeneration_chance;x;y
BortaSs Wut;1|26;Nebel unpassierbar;;;;;;;;;;;;;;;;;1;26
BortaSs Wut;1|27;Nebel unpassierbar;;;;;;;;;;;;;;;;;1;27
BortaSs Wut;1|28;Nebel passierbar;;;;;;;;;;;;;;;;;1;28
BortaSs Wut;1|29;Nebel passierbar;;;;;;;;;;;;;;;;;1;29
BortaSs Wut;1|30;Nebel passierbar;;;;;;;;;;;;;;;;;1;30
BortaSs Wut;2|21;Nebel passierbar;;;;;;;;;;;;;;;;;2;21
BortaSs Wut;2|22;Nebel passierbar;;;;;;;;;;;;;;;;;2;22
BortaSs Wut;2|23;Nebel passierbar;;;;;;;;;;;;;;;;;2;23
BortaSs Wut;2|24;Nebel passierbar;;;;;;;;;;;;;;;;;2;24
BortaSs Wut;2|25;Nebel unpassierbar;;;;;;;;;;;;;;;;;2;25
BortaSs Wut;2|26;Nebel unpassierbar;;;;;;;;;;;;;;;;;2;26
BortaSs Wut;2|27;Nebel unpassierbar;;;;;;;;;;;;;;;;;2;27
BortaSs Wut;2|28;Nebel unpassierbar;;;;;;;;;;;;;;;;;2;28
BortaSs Wut;2|29;Nebel passierbar;;;;;;;;;;;;;;;;;2;29
BortaSs Wut;2|30;Nebel passierbar;;;;;;;;;;;;;;;;;2;30
BortaSs Wut;2|31;Nebel passierbar;;;;;;;;;;;;;;;;;2;31
BortaSs Wut;3|22;Nebel passierbar;;;;;;;;;;;;;;;;;3;22
BortaSs Wut;3|23;Nebel passierbar;;;;;;;;;;;;;;;;;3;23
BortaSs Wut;3|24;Nebel passierbar;;;;;;;;;;;;;;;;;3;24
BortaSs Wut;3|25;Nebel passierbar;;;;;;;;;;;;;;;;;3;25
BortaSs Wut;3|26;Nebel unpassierbar;;;;;;;;;;;;;;;;;3;26
BortaSs Wut;3|27;Nebel unpassierbar;;;;;;;;;;;;;;;;;3;27
BortaSs Wut;3|28;Nebel passierbar;;;;;;;;;;;;;;;;;3;28
BortaSs Wut;3|29;Nebel unpassierbar;;;;;;;;;;;;;;;;;3;29
BortaSs Wut;3|30;Nebel passierbar;;;;;;;;;;;;;;;;;3;30
BortaSs Wut;3|31;Nebel passierbar;;;;;;;;;;;;;;;;;3;31
BortaSs Wut;4|23;Nebel passierbar;;;;;;;;;;;;;;;;;4;23
BortaSs Wut;4|24;Nebel passierbar;;;;;;;;;;;;;;;;;4;24
BortaSs Wut;4|25;Nebel passierbar;;;;;;;;;;;;;;;;;4;25
BortaSs Wut;4|26;Nebel passierbar;;;;;;;;;;;;;;;;;4;26
BortaSs Wut;4|27;Nebel passierbar;;;;;;;;;;;;;;;;;4;27
BortaSs Wut;4|28;Nebel passierbar;;;;;;;;;;;;;;;;;4;28
BortaSs Wut;4|29;Nebel passierbar;;;;;;;;;;;;;;;;;4;29
BortaSs Wut;4|30;Nebel passierbar;;;;;;;;;;;;;;;;;4;30
BortaSs Wut;5|24;Nebel passierbar;;;;;;;;;;;;;;;;;5;24
BortaSs Wut;5|25;Nebel passierbar;;;;;;;;;;;;;;;;;5;25
BortaSs Wut;5|26;Nebel passierbar;;;;;;;;;;;;;;;;;5;26
BortaSs Wut;5|27;Nebel passierbar;;;;;;;;;;;;;;;;;5;27
BortaSs Wut;5|28;Nebel passierbar;;;;;;;;;;;;;;;;;5;28
BortaSs Wut;5|29;Nebel passierbar;;;;;;;;;;;;;;;;;5;29
BortaSs Wut;5|30;Nebel passierbar;;;;;;;;;;;;;;;;;5;30
BortaSs Wut;6|25;Nebel passierbar;;;;;;;;;;;;;;;;;6;25
BortaSs Wut;6|26;Nebel passierbar;;;;;;;;;;;;;;;;;6;26
BortaSs Wut;6|27;Nebel passierbar;;;;;;;;;;;;;;;;;6;27
BortaSs Wut;6|28;Nebel passierbar;;;;;;;;;;;;;;;;;6;28
Brz?czyszczykiewicz-Sturmwolke;1|67;Nebel unpassierbar;;;;;;;;;;;;;;;;;1;67
Brz?czyszczykiewicz-Sturmwolke;1|68;Nebel passierbar;;;;;;;;;;;;;;;;;1;68
Brz?czyszczykiewicz-Sturmwolke;2|67;Nebel passierbar;;;;;;;;;;;;;;;;;2;67
Brz?czyszczykiewicz-Sturmwolke;2|68;Nebel unpassierbar;;;;;;;;;;;;;;;;;2;68
Brz?czyszczykiewicz-Sturmwolke;2|69;Nebel passierbar;;;;;;;;;;;;;;;;;2;69
Brz?czyszczykiewicz-Sturmwolke;3|67;Nebel passierbar;;;;;;;;;;;;;;;;;3;67
Brz?czyszczykiewicz-Sturmwolke;3|68;Nebel passierbar;;;;;;;;;;;;;;;;;3;68
Cameloparadalis-Wolke;27|65;Nebel passierbar;;;;;;;;;;;;;;;;;27;65
Cameloparadalis-Wolke;28|65;Nebel passierbar;;;;;;;;;;;;;;;;;28;65
Cameloparadalis-Wolke;28|66;Nebel passierbar;;;;;;;;;;;;;;;;;28;66
Cameloparadalis-Wolke;29|65;Nebel unpassierbar;;;;;;;;;;;;;;;;;29;65
Cameloparadalis-Wolke;29|66;Nebel unpassierbar;;;;;;;;;;;;;;;;;29;66
Cameloparadalis-Wolke;29|67;Nebel passierbar;;;;;;;;;;;;;;;;;29;67
Cameloparadalis-Wolke;30|65;Nebel passierbar;;;;;;;;;;;;;;;;;30;65
Cameloparadalis-Wolke;30|66;Nebel unpassierbar;;;;;;;;;;;;;;;;;30;66
Cameloparadalis-Wolke;30|67;Nebel passierbar;;;;;;;;;;;;;;;;;30;67
Cameloparadalis-Wolke;31|66;Nebel passierbar;;;;;;;;;;;;;;;;;31;66
Cameloparadalis-Wolke;31|67;Nebel passierbar;;;;;;;;;;;;;;;;;31;67
Canis-Major-Wolke;117|29;Nebel passierbar;;;;;;;;;;;;;;;;;117;29
Canis-Major-Wolke;117|30;Nebel passierbar;;;;;;;;;;;;;;;;;117;30
Canis-Major-Wolke;118|28;Nebel passierbar;;;;;;;;;;;;;;;;;118;28
Canis-Major-Wolke;118|29;Nebel unpassierbar;;;;;;;;;;;;;;;;;118;29
Canis-Major-Wolke;118|30;Nebel passierbar;;;;;;;;;;;;;;;;;118;30
Canis-Major-Wolke;119|28;Nebel passierbar;;;;;;;;;;;;;;;;;119;28
Canis-Major-Wolke;119|29;Nebel passierbar;;;;;;;;;;;;;;;;;119;29
Canis-Major-Wolke;119|30;Nebel passierbar;;;;;;;;;;;;;;;;;119;30
Capelladämmerung;100|12;Nebel passierbar;;;;;;;;;;;;;;;;;100;12
Capelladämmerung;100|13;Nebel passierbar;;;;;;;;;;;;;;;;;100;13
Capelladämmerung;96|13;Nebel passierbar;;;;;;;;;;;;;;;;;96;13
Capelladämmerung;97|10;Nebel passierbar;;;;;;;;;;;;;;;;;97;10
Capelladämmerung;97|11;Nebel passierbar;;;;;;;;;;;;;;;;;97;11
Capelladämmerung;97|12;Nebel passierbar;;;;;;;;;;;;;;;;;97;12
Capelladämmerung;97|13;Nebel unpassierbar;;;;;;;;;;;;;;;;;97;13
Capelladämmerung;97|14;Nebel passierbar;;;;;;;;;;;;;;;;;97;14
Capelladämmerung;98|10;Nebel passierbar;;;;;;;;;;;;;;;;;98;10
Capelladämmerung;98|11;Nebel passierbar;;;;;;;;;;;;;;;;;98;11
Capelladämmerung;98|12;Nebel passierbar;;;;;;;;;;;;;;;;;98;12
Capelladämmerung;98|13;Nebel passierbar;;;;;;;;;;;;;;;;;98;13
Capelladämmerung;98|14;Nebel passierbar;;;;;;;;;;;;;;;;;98;14
Capelladämmerung;99|12;Nebel unpassierbar;;;;;;;;;;;;;;;;;99;12
Capelladämmerung;99|13;Nebel passierbar;;;;;;;;;;;;;;;;;99;13
Cassiopeianeon;71|5;Nebel passierbar;;;;;;;;;;;;;;;;;71;5
Cassiopeianeon;71|6;Nebel passierbar;;;;;;;;;;;;;;;;;71;6
Cassiopeianeon;71|7;Nebel passierbar;;;;;;;;;;;;;;;;;71;7
Cassiopeianeon;72|4;Nebel passierbar;;;;;;;;;;;;;;;;;72;4
Cassiopeianeon;72|5;Nebel unpassierbar;;;;;;;;;;;;;;;;;72;5
Cassiopeianeon;72|6;Nebel unpassierbar;;;;;;;;;;;;;;;;;72;6
Cassiopeianeon;72|7;Nebel passierbar;;;;;;;;;;;;;;;;;72;7
Cassiopeianeon;73|4;Nebel passierbar;;;;;;;;;;;;;;;;;73;4
Cassiopeianeon;73|5;Nebel passierbar;;;;;;;;;;;;;;;;;73;5
Cassiopeianeon;73|6;Nebel passierbar;;;;;;;;;;;;;;;;;73;6
Cassiopeianeon;73|7;Nebel passierbar;;;;;;;;;;;;;;;;;73;7
Cassiopeianeon;74|4;Nebel passierbar;;;;;;;;;;;;;;;;;74;4
Cassiopeianeon;74|5;Nebel passierbar;;;;;;;;;;;;;;;;;74;5
Cassiopeianeon;74|6;Nebel passierbar;;;;;;;;;;;;;;;;;74;6
Cassiopeianeon;74|7;Nebel passierbar;;;;;;;;;;;;;;;;;74;7
Cassiopeianeon;75|4;Nebel passierbar;;;;;;;;;;;;;;;;;75;4
Cassiopeianeon;75|5;Nebel passierbar;;;;;;;;;;;;;;;;;75;5
Cebula-Wolke;15|1;Nebel passierbar;;;;;;;;;;;;;;;;;15;1
Cebula-Wolke;15|2;Nebel passierbar;;;;;;;;;;;;;;;;;15;2
Cebula-Wolke;15|3;Nebel passierbar;;;;;;;;;;;;;;;;;15;3
Cebula-Wolke;16|1;Nebel passierbar;;;;;;;;;;;;;;;;;16;1
Cebula-Wolke;16|2;Nebel passierbar;;;;;;;;;;;;;;;;;16;2
Cebula-Wolke;16|3;Nebel passierbar;;;;;;;;;;;;;;;;;16;3
Cebula-Wolke;17|1;Nebel passierbar;;;;;;;;;;;;;;;;;17;1
Cebula-Wolke;17|2;Nebel unpassierbar;;;;;;;;;;;;;;;;;17;2
Cebula-Wolke;17|3;Nebel passierbar;;;;;;;;;;;;;;;;;17;3
Cebula-Wolke;18|1;Nebel passierbar;;;;;;;;;;;;;;;;;18;1
Cebula-Wolke;18|2;Nebel passierbar;;;;;;;;;;;;;;;;;18;2
Cebula-Wolke;18|3;Nebel passierbar;;;;;;;;;;;;;;;;;18;3
Cebula-Wolke;19|2;Nebel passierbar;;;;;;;;;;;;;;;;;19;2
Cebula-Wolke;19|3;Nebel passierbar;;;;;;;;;;;;;;;;;19;3
Cebula-Wolke;20|2;Nebel passierbar;;;;;;;;;;;;;;;;;20;2
Cebula-Wolke;20|3;Nebel passierbar;;;;;;;;;;;;;;;;;20;3
Centaurinebel;89|10;Nebel passierbar;;;;;;;;;;;;;;;;;89;10
Centaurinebel;89|8;Nebel passierbar;;;;;;;;;;;;;;;;;89;8
Centaurinebel;89|9;Nebel passierbar;;;;;;;;;;;;;;;;;89;9
Centaurinebel;90|10;Nebel passierbar;;;;;;;;;;;;;;;;;90;10
Centaurinebel;90|11;Nebel passierbar;;;;;;;;;;;;;;;;;90;11
Centaurinebel;90|6;Nebel passierbar;;;;;;;;;;;;;;;;;90;6
Centaurinebel;90|7;Nebel passierbar;;;;;;;;;;;;;;;;;90;7
Centaurinebel;90|8;Nebel passierbar;;;;;;;;;;;;;;;;;90;8
Centaurinebel;90|9;Nebel passierbar;;;;;;;;;;;;;;;;;90;9
Centaurinebel;91|10;Nebel passierbar;;;;;;;;;;;;;;;;;91;10
Centaurinebel;91|11;Nebel passierbar;;;;;;;;;;;;;;;;;91;11
Centaurinebel;91|4;Nebel passierbar;;;;;;;;;;;;;;;;;91;4
Centaurinebel;91|5;Nebel passierbar;;;;;;;;;;;;;;;;;91;5
Centaurinebel;91|6;Nebel unpassierbar;;;;;;;;;;;;;;;;;91;6
Centaurinebel;91|7;Nebel unpassierbar;;;;;;;;;;;;;;;;;91;7
Centaurinebel;91|8;Nebel passierbar;;;;;;;;;;;;;;;;;91;8
Centaurinebel;91|9;Nebel passierbar;;;;;;;;;;;;;;;;;91;9
Centaurinebel;92|4;Nebel passierbar;;;;;;;;;;;;;;;;;92;4
Centaurinebel;92|5;Nebel unpassierbar;;;;;;;;;;;;;;;;;92;5
Centaurinebel;92|6;Nebel passierbar;;;;;;;;;;;;;;;;;92;6
Centaurinebel;92|7;Nebel passierbar;;;;;;;;;;;;;;;;;92;7
Centaurinebel;92|8;Nebel passierbar;;;;;;;;;;;;;;;;;92;8
Centaurinebel;92|9;Nebel passierbar;;;;;;;;;;;;;;;;;92;9
Centaurinebel;93|4;Nebel passierbar;;;;;;;;;;;;;;;;;93;4
Centaurinebel;93|5;Nebel passierbar;;;;;;;;;;;;;;;;;93;5
Centaurinebel;93|6;Nebel passierbar;;;;;;;;;;;;;;;;;93;6
Centaurinebel;93|8;Nebel passierbar;;;;;;;;;;;;;;;;;93;8
Centaurinebel;93|9;Nebel passierbar;;;;;;;;;;;;;;;;;93;9
Centaurinebel;94|4;Nebel passierbar;;;;;;;;;;;;;;;;;94;4
Centaurinebel;94|5;Nebel passierbar;;;;;;;;;;;;;;;;;94;5
Cepheusdunst;103|24;Nebel passierbar;;;;;;;;;;;;;;;;;103;24
Cepheusdunst;103|25;Nebel passierbar;;;;;;;;;;;;;;;;;103;25
Cepheusdunst;104|24;Nebel passierbar;;;;;;;;;;;;;;;;;104;24
Cepheusdunst;104|25;Nebel passierbar;;;;;;;;;;;;;;;;;104;25
Cepheusdunst;104|26;Nebel passierbar;;;;;;;;;;;;;;;;;104;26
Cepheusdunst;105|25;Nebel passierbar;;;;;;;;;;;;;;;;;105;25
Cepheusdunst;105|26;Nebel passierbar;;;;;;;;;;;;;;;;;105;26
Chalna-Dunst;4|114;Nebel passierbar;;;;;;;;;;;;;;;;;4;114
Chalna-Dunst;4|115;Nebel passierbar;;;;;;;;;;;;;;;;;4;115
Chalna-Dunst;5|114;Nebel unpassierbar;;;;;;;;;;;;;;;;;5;114
Chalna-Dunst;5|115;Nebel passierbar;;;;;;;;;;;;;;;;;5;115
Chalna-Dunst;5|119;Nebel passierbar;;;;;;;;;;;;;;;;;5;119
Chalna-Dunst;6|113;Nebel passierbar;;;;;;;;;;;;;;;;;6;113
Chalna-Dunst;6|114;Nebel unpassierbar;;;;;;;;;;;;;;;;;6;114
Chalna-Dunst;6|115;Nebel unpassierbar;;;;;;;;;;;;;;;;;6;115
Chalna-Dunst;6|116;Nebel passierbar;;;;;;;;;;;;;;;;;6;116
Chalna-Dunst;6|117;Nebel passierbar;;;;;;;;;;;;;;;;;6;117
Chalna-Dunst;6|118;Nebel unpassierbar;;;;;;;;;;;;;;;;;6;118
Chalna-Dunst;6|119;Nebel passierbar;;;;;;;;;;;;;;;;;6;119
Chalna-Dunst;7|113;Nebel passierbar;;;;;;;;;;;;;;;;;7;113
Chalna-Dunst;7|114;Nebel passierbar;;;;;;;;;;;;;;;;;7;114
Chalna-Dunst;7|115;Nebel passierbar;;;;;;;;;;;;;;;;;7;115
Chalna-Dunst;7|116;Nebel passierbar;;;;;;;;;;;;;;;;;7;116
Chalna-Dunst;7|117;Nebel passierbar;;;;;;;;;;;;;;;;;7;117
Chalna-Dunst;7|118;Nebel passierbar;;;;;;;;;;;;;;;;;7;118
Chalna-Dunst;7|119;Nebel passierbar;;;;;;;;;;;;;;;;;7;119
Cheeks-Strudel;25|100;Nebel passierbar;;;;;;;;;;;;;;;;;25;100
Cheeks-Strudel;25|101;Nebel passierbar;;;;;;;;;;;;;;;;;25;101
Cheeks-Strudel;25|102;Nebel passierbar;;;;;;;;;;;;;;;;;25;102
Cheeks-Strudel;26|100;Nebel unpassierbar;;;;;;;;;;;;;;;;;26;100
Cheeks-Strudel;26|101;Nebel unpassierbar;;;;;;;;;;;;;;;;;26;101
Cheeks-Strudel;26|102;Nebel unpassierbar;;;;;;;;;;;;;;;;;26;102
Cheeks-Strudel;26|103;Nebel unpassierbar;;;;;;;;;;;;;;;;;26;103
Cheeks-Strudel;27|100;Nebel passierbar;;;;;;;;;;;;;;;;;27;100
Cheeks-Strudel;27|101;Nebel passierbar;;;;;;;;;;;;;;;;;27;101
Cheeks-Strudel;27|102;Nebel unpassierbar;;;;;;;;;;;;;;;;;27;102
Cheeks-Strudel;27|103;Nebel unpassierbar;;;;;;;;;;;;;;;;;27;103
Corvusnebel;74|46;Nebel passierbar;;;;;;;;;;;;;;;;;74;46
Corvusnebel;74|47;Nebel passierbar;;;;;;;;;;;;;;;;;74;47
Corvusnebel;75|46;Nebel passierbar;;;;;;;;;;;;;;;;;75;46
Corvusnebel;75|47;Nebel passierbar;;;;;;;;;;;;;;;;;75;47
Corvusnebel;75|48;Nebel passierbar;;;;;;;;;;;;;;;;;75;48
Corvusnebel;75|49;Nebel passierbar;;;;;;;;;;;;;;;;;75;49
Corvusnebel;76|46;Nebel passierbar;;;;;;;;;;;;;;;;;76;46
Corvusnebel;76|47;Nebel passierbar;;;;;;;;;;;;;;;;;76;47
Corvusnebel;76|48;Nebel unpassierbar;;;;;;;;;;;;;;;;;76;48
Corvusnebel;76|49;Nebel passierbar;;;;;;;;;;;;;;;;;76;49
Corvusnebel;76|50;Nebel passierbar;;;;;;;;;;;;;;;;;76;50
Corvusnebel;77|46;Nebel passierbar;;;;;;;;;;;;;;;;;77;46
Corvusnebel;77|47;Nebel unpassierbar;;;;;;;;;;;;;;;;;77;47
Corvusnebel;77|48;Nebel unpassierbar;;;;;;;;;;;;;;;;;77;48
Corvusnebel;77|49;Nebel unpassierbar;;;;;;;;;;;;;;;;;77;49
Corvusnebel;77|50;Nebel passierbar;;;;;;;;;;;;;;;;;77;50
Corvusnebel;78|47;Nebel passierbar;;;;;;;;;;;;;;;;;78;47
Corvusnebel;78|48;Nebel unpassierbar;;;;;;;;;;;;;;;;;78;48
Corvusnebel;78|49;Nebel passierbar;;;;;;;;;;;;;;;;;78;49
Corvusnebel;78|50;Nebel passierbar;;;;;;;;;;;;;;;;;78;50
Corvusnebel;79|47;Nebel passierbar;;;;;;;;;;;;;;;;;79;47
Corvusnebel;79|48;Nebel passierbar;;;;;;;;;;;;;;;;;79;48
Corvusnebel;79|49;Nebel passierbar;;;;;;;;;;;;;;;;;79;49
Corvusnebel;79|50;Nebel passierbar;;;;;;;;;;;;;;;;;79;50
Cousteauschleier;100|51;Nebel passierbar;;;;;;;;;;;;;;;;;100;51
Cousteauschleier;100|52;Nebel passierbar;;;;;;;;;;;;;;;;;100;52
Cousteauschleier;100|57;Nebel passierbar;;;;;;;;;;;;;;;;;100;57
Cousteauschleier;100|58;Nebel unpassierbar;;;;;;;;;;;;;;;;;100;58
Cousteauschleier;100|59;Nebel passierbar;;;;;;;;;;;;;;;;;100;59
Cousteauschleier;101|51;Nebel passierbar;;;;;;;;;;;;;;;;;101;51
Cousteauschleier;101|52;Nebel passierbar;;;;;;;;;;;;;;;;;101;52
Cousteauschleier;101|58;Nebel passierbar;;;;;;;;;;;;;;;;;101;58
Cousteauschleier;101|59;Nebel passierbar;;;;;;;;;;;;;;;;;101;59
Cousteauschleier;95|50;Nebel passierbar;;;;;;;;;;;;;;;;;95;50
Cousteauschleier;95|51;Nebel passierbar;;;;;;;;;;;;;;;;;95;51
Cousteauschleier;95|52;Nebel passierbar;;;;;;;;;;;;;;;;;95;52
Cousteauschleier;95|53;Nebel passierbar;;;;;;;;;;;;;;;;;95;53
Cousteauschleier;96|49;Nebel passierbar;;;;;;;;;;;;;;;;;96;49
Cousteauschleier;96|50;Nebel unpassierbar;;;;;;;;;;;;;;;;;96;50
Cousteauschleier;96|51;Nebel unpassierbar;;;;;;;;;;;;;;;;;96;51
Cousteauschleier;96|52;Nebel unpassierbar;;;;;;;;;;;;;;;;;96;52
Cousteauschleier;96|53;Nebel unpassierbar;;;;;;;;;;;;;;;;;96;53
Cousteauschleier;97|49;Nebel passierbar;;;;;;;;;;;;;;;;;97;49
Cousteauschleier;97|50;Nebel passierbar;;;;;;;;;;;;;;;;;97;50
Cousteauschleier;97|51;Nebel unpassierbar;;;;;;;;;;;;;;;;;97;51
Cousteauschleier;97|52;Nebel unpassierbar;;;;;;;;;;;;;;;;;97;52
Cousteauschleier;97|53;Nebel unpassierbar;;;;;;;;;;;;;;;;;97;53
Cousteauschleier;97|54;Nebel passierbar;;;;;;;;;;;;;;;;;97;54
Cousteauschleier;98|51;Nebel unpassierbar;;;;;;;;;;;;;;;;;98;51
Cousteauschleier;98|52;Nebel unpassierbar;;;;;;;;;;;;;;;;;98;52
Cousteauschleier;98|53;Nebel unpassierbar;;;;;;;;;;;;;;;;;98;53
Cousteauschleier;98|54;Nebel passierbar;;;;;;;;;;;;;;;;;98;54
Cousteauschleier;98|55;Nebel passierbar;;;;;;;;;;;;;;;;;98;55
Cousteauschleier;98|56;Nebel passierbar;;;;;;;;;;;;;;;;;98;56
Cousteauschleier;98|57;Nebel passierbar;;;;;;;;;;;;;;;;;98;57
Cousteauschleier;98|58;Nebel passierbar;;;;;;;;;;;;;;;;;98;58
Cousteauschleier;99|51;Nebel passierbar;;;;;;;;;;;;;;;;;99;51
Cousteauschleier;99|52;Nebel unpassierbar;;;;;;;;;;;;;;;;;99;52
Cousteauschleier;99|56;Nebel passierbar;;;;;;;;;;;;;;;;;99;56
Cousteauschleier;99|57;Nebel unpassierbar;;;;;;;;;;;;;;;;;99;57
Cousteauschleier;99|58;Nebel unpassierbar;;;;;;;;;;;;;;;;;99;58
Cousteauschleier;99|59;Nebel passierbar;;;;;;;;;;;;;;;;;99;59
Crabs-Wirbel;100|19;Nebel passierbar;;;;;;;;;;;;;;;;;100;19
Crabs-Wirbel;100|20;Nebel passierbar;;;;;;;;;;;;;;;;;100;20
Crabs-Wirbel;100|21;Nebel passierbar;;;;;;;;;;;;;;;;;100;21
Crabs-Wirbel;100|22;Nebel passierbar;;;;;;;;;;;;;;;;;100;22
Crabs-Wirbel;100|23;Nebel passierbar;;;;;;;;;;;;;;;;;100;23
Crabs-Wirbel;100|24;Nebel passierbar;;;;;;;;;;;;;;;;;100;24
Crabs-Wirbel;100|25;Nebel passierbar;;;;;;;;;;;;;;;;;100;25
Crabs-Wirbel;100|26;Nebel passierbar;;;;;;;;;;;;;;;;;100;26
Crabs-Wirbel;53|23;Nebel passierbar;;;;;;;;;;;;;;;;;53;23
Crabs-Wirbel;53|24;Nebel passierbar;;;;;;;;;;;;;;;;;53;24
Crabs-Wirbel;53|25;Nebel passierbar;;;;;;;;;;;;;;;;;53;25
Crabs-Wirbel;53|26;Nebel passierbar;;;;;;;;;;;;;;;;;53;26
Crabs-Wirbel;53|27;Nebel passierbar;;;;;;;;;;;;;;;;;53;27
Crabs-Wirbel;54|21;Nebel passierbar;;;;;;;;;;;;;;;;;54;21
Crabs-Wirbel;54|22;Nebel passierbar;;;;;;;;;;;;;;;;;54;22
Crabs-Wirbel;54|23;Nebel passierbar;;;;;;;;;;;;;;;;;54;23
Crabs-Wirbel;54|24;Nebel passierbar;;;;;;;;;;;;;;;;;54;24
Crabs-Wirbel;54|25;Nebel passierbar;;;;;;;;;;;;;;;;;54;25
Crabs-Wirbel;54|26;Nebel passierbar;;;;;;;;;;;;;;;;;54;26
Crabs-Wirbel;54|27;Nebel passierbar;;;;;;;;;;;;;;;;;54;27
Crabs-Wirbel;54|28;Nebel passierbar;;;;;;;;;;;;;;;;;54;28
Crabs-Wirbel;54|29;Nebel passierbar;;;;;;;;;;;;;;;;;54;29
Crabs-Wirbel;54|30;Nebel passierbar;;;;;;;;;;;;;;;;;54;30
Crabs-Wirbel;54|31;Nebel passierbar;;;;;;;;;;;;;;;;;54;31
Crabs-Wirbel;55|20;Nebel passierbar;;;;;;;;;;;;;;;;;55;20
Crabs-Wirbel;55|21;Nebel passierbar;;;;;;;;;;;;;;;;;55;21
Crabs-Wirbel;55|22;Nebel passierbar;;;;;;;;;;;;;;;;;55;22
Crabs-Wirbel;55|23;Nebel passierbar;;;;;;;;;;;1;;;;;;55;23
Crabs-Wirbel;55|24;Nebel passierbar;;;;;;;;;;;1;;;;;;55;24
Crabs-Wirbel;55|25;Nebel passierbar;;;;;;;;;;;;;;;;;55;25
Crabs-Wirbel;55|26;Nebel passierbar;;;;;;;;;;;;;;;;;55;26
Crabs-Wirbel;55|27;Nebel passierbar;;;;;;;;;;;;;;;;;55;27
Crabs-Wirbel;55|28;Nebel passierbar;;;;;;;;;;;;;;;;;55;28
Crabs-Wirbel;55|29;Nebel passierbar;;;;;;;;;;;;;;;;;55;29
Crabs-Wirbel;55|30;Nebel passierbar;;;;;;;;;;;;;;;;;55;30
Crabs-Wirbel;55|31;Nebel passierbar;;;;;;;;;;;;;;;;;55;31
Crabs-Wirbel;55|32;Nebel passierbar;;;;;;;;;;;;;;;;;55;32
Crabs-Wirbel;55|33;Nebel passierbar;;;;;;;;;;;;;;;;;55;33
Crabs-Wirbel;56|19;Nebel passierbar;;;;;;;;;;;;;;;;;56;19
Crabs-Wirbel;56|20;Nebel passierbar;;;;;;;;;;;;;;;;;56;20
Crabs-Wirbel;56|21;Nebel passierbar;;;;;;;;;;;;;;;;;56;21
Crabs-Wirbel;56|22;Nebel passierbar;;;;;;;;;;;;;;;;;56;22
Crabs-Wirbel;56|23;Nebel passierbar;;;;;;;;;;;1;;;;;;56;23
Crabs-Wirbel;56|24;Nebel passierbar;;;;;;;;;;;1;;;;;;56;24
Crabs-Wirbel;56|25;Nebel passierbar;;;;;;;;;;;;;;;;;56;25
Crabs-Wirbel;56|26;Nebel unpassierbar;;;;;;;;;;;;;;;;;56;26
Crabs-Wirbel;56|27;Nebel passierbar;;;;;;;;;;;;;;;;;56;27
Crabs-Wirbel;56|28;Nebel passierbar;;;;;;;;;;;;;;;;;56;28
Crabs-Wirbel;56|29;Nebel passierbar;;;;;;;;;;;;;;;;;56;29
Crabs-Wirbel;56|30;Nebel passierbar;;;;;;;;;;;;;;;;;56;30
Crabs-Wirbel;56|31;Nebel passierbar;;;;;;;;;;;;;;;;;56;31
Crabs-Wirbel;56|32;Nebel passierbar;;;;;;;;;;;;;;;;;56;32
Crabs-Wirbel;56|33;Nebel passierbar;;;;;;;;;;;;;;;;;56;33
Crabs-Wirbel;57|18;Nebel passierbar;;;;;;;;;;;;;;;;;57;18
Crabs-Wirbel;57|19;Nebel passierbar;;;;;;;;;;;;;;;;;57;19
Crabs-Wirbel;57|20;Nebel passierbar;;;;;;;;;;;;;;;;;57;20
Crabs-Wirbel;57|21;Nebel passierbar;;;;;;;;;;;;;;;;;57;21
Crabs-Wirbel;57|22;Nebel passierbar;;;;;;;;;;;1;;;;;;57;22
Crabs-Wirbel;57|23;Nebel passierbar;;;;;;;;;;;1;;;;;;57;23
Crabs-Wirbel;57|24;Nebel passierbar;;;;;;;;;;;1;;;;;;57;24
Crabs-Wirbel;57|25;Nebel unpassierbar;;;;;;;;;;;;;;;;;57;25
Crabs-Wirbel;57|26;Nebel passierbar;;1;;;;;;;;;;;;;;;57;26
Crabs-Wirbel;57|27;Nebel passierbar;;;;;;;;;;;;;;;;;57;27
Crabs-Wirbel;57|28;Nebel passierbar;;;;;;;;;;;;;;;;;57;28
Crabs-Wirbel;57|29;Nebel passierbar;;;;;;;;;;;;;;;;;57;29
Crabs-Wirbel;57|30;Nebel unpassierbar;;;;;;;;;;;;;;;;;57;30
Crabs-Wirbel;57|31;Nebel passierbar;;1;;;;;;;;;;;;;;;57;31
Crabs-Wirbel;57|32;Nebel passierbar;;;;;;;;;;;;;;;;;57;32
Crabs-Wirbel;57|33;Nebel passierbar;;;;;;;;;;;;;;;;;57;33
Crabs-Wirbel;57|34;Nebel passierbar;;;;;;;;;;;;;;;;;57;34
