Name;Koords;Passierbarkeit;Ausfall der Tarnung;Beeinträchtigung der Manövrierbarkeit;Beeinträchtigung der Zielerfassung;Blockade der Langstreckensensoren;Geringe Chance auf energetischen Bonus;Kurzzeitiger Ausfall der Nahbereichssensoren;Leck am EPS;Leck am Reaktor;Leck am Warpantrieb;Minderung des Energiewaffenschadens;Steigerung des Energiewaffenschadens;Störung der Langstreckensensoren;Störung der Schildemitter;Verschleierung der Signaturen;Verstecke Subraumspuren;Versteckte Signaturen;x;y
Centaurinebel;90|6;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;6
Centaurinebel;91|6;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;6
Centaurinebel;92|6;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;92;6
Centaurinebel;93|6;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;6
Centaurinebel;90|7;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;7
Centaurinebel;91|7;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;7
Centaurinebel;92|7;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;7
Centaurinebel;89|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;8
Centaurinebel;90|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;8
Centaurinebel;91|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;8
Centaurinebel;92|8;passierbar;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;92;8
Centaurinebel;93|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;8
Centaurinebel;89|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;9
Centaurinebel;90|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;90;9
Centaurinebel;91|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;91;9
Centaurinebel;92|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;9
Centaurinebel;93|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;9
Centaurinebel;89|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;10
Centaurinebel;90|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;90;10
Centaurinebel;91|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;91;10
Centaurinebel;90|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;90;11
Centaurinebel;91|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;91;11
Crabs-Wirbel;88|12;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;12
Gorkons Zorn;97|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;9
Gorkons Zorn;98|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;9
Gorkons Zorn;99|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;9
Gorkons Zorn;100|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;9
Gorkons Zorn;101|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;9
Capelladämmerung;97|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;10
Capelladämmerung;98|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;10
Gorkons Zorn;100|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;10
Gorkons Zorn;101|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;10
Capelladämmerung;97|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;11
Capelladämmerung;98|11;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;98;11
Capelladämmerung;97|12;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;12
Capelladämmerung;98|12;passierbar;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;98;12
Capelladämmerung;99|12;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;12
Capelladämmerung;100|12;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;100;12
Capelladämmerung;96|13;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;13
Capelladämmerung;97|13;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;13
Capelladämmerung;98|13;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;13
Capelladämmerung;99|13;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;99;13
Capelladämmerung;100|13;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;13
Capelladämmerung;97|14;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;14
Capelladämmerung;98|14;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;14
Crabs-Wirbel;95|15;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;15
Taurusglanz;100|17;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;17
Taurusglanz;101|17;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;17
Taurusglanz;102|17;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;17
Taurusglanz;100|18;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;18
Taurusglanz;101|18;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;18
Taurusglanz;102|18;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;18
Crabs-Wirbel;99|19;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;19
Crabs-Wirbel;100|19;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;19
Taurusglanz;101|19;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;19
Taurusglanz;102|19;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;19
Crabs-Wirbel;99|20;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;20
Crabs-Wirbel;100|20;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;20
Leo-Schleier;118|7;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;7
Leo-Schleier;119|7;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;7
Leo-Schleier;118|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;8
Leo-Schleier;119|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;8
Leo-Schleier;120|8;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;8
Leo-Schleier;118|9;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;9
Leo-Schleier;119|9;passierbar;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;9
Leo-Schleier;120|9;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;9
Leo-Schleier;118|10;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;10
Leo-Schleier;119|10;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;10
Leo-Schleier;120|10;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;10
Gorkons Zorn;117|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;11
Leo-Schleier;119|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;11
Leo-Schleier;120|11;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;11
Gorkons Zorn;117|12;passierbar;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;117;12
Gorkons Zorn;118|12;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;12
Geminischimmer;114|2;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;2
Geminischimmer;115|2;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;2
Geminischimmer;116|2;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;2
Geminischimmer;117|2;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;2
Geminischimmer;114|3;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;3
Geminischimmer;115|3;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;3
Geminischimmer;116|3;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;3
Geminischimmer;117|3;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;3
Gorkons Zorn;113|4;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;4
Geminischimmer;115|4;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;4
Geminischimmer;116|4;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;4
Gorkons Zorn;113|5;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;5
Dracostrudel;104|19;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;19
Dracostrudel;105|19;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;19
Dracostrudel;106|19;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;19
Dracostrudel;104|20;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;20
Dracostrudel;105|20;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;20
Dracostrudel;106|20;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;20
Dracostrudel;104|21;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;21
Dracostrudel;105|21;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;21
Dracostrudel;106|21;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;21
Dracostrudel;104|22;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;22
Dracostrudel;105|22;unpassierbar;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;105;22
Dracostrudel;106|22;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;22
Dracostrudel;105|23;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;23
Dracostrudel;106|23;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;23
Cepheusdunst;103|24;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;24
Cepheusdunst;104|24;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;24
Gorkons Zorn;115|19;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;19
Ursa-Nebel;116|20;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;20
Ursa-Nebel;117|20;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;20
Ursa-Nebel;118|20;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;20
Ursa-Nebel;119|20;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;20
Ursa-Nebel;120|20;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;20
Ursa-Nebel;116|21;passierbar;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;116;21
Ursa-Nebel;117|21;passierbar;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;117;21
Ursa-Nebel;118|21;passierbar;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;118;21
Ursa-Nebel;119|21;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;21
Ursa-Nebel;120|21;passierbar;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;21
Ursa-Nebel;116|22;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;22
Ursa-Nebel;117|22;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;22
Ursa-Nebel;118|22;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;22
Ursa-Nebel;119|22;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;22
Cepheusdunst;103|25;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;25
Cepheusdunst;104|25;passierbar;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;104;25
Cepheusdunst;105|25;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;25
Cepheusdunst;104|26;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;26
Cepheusdunst;105|26;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;26
Libraschleier;110|24;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;24
Libraschleier;111|24;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;24
Libraschleier;112|24;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;24
Libraschleier;111|25;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;25
Libraschleier;112|25;passierbar;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;25
Libraschleier;113|25;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;25
Libraschleier;111|26;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;26
Libraschleier;112|26;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;26
Libraschleier;113|26;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;26
Libraschleier;111|27;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;27
Libraschleier;112|27;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;27
Libraschleier;113|27;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;27
Canis-Major-Wolke;118|28;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;118;28
Canis-Major-Wolke;119|28;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;119;28
Canis-Major-Wolke;117|29;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;117;29
Canis-Major-Wolke;118|29;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;29
Canis-Major-Wolke;119|29;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;119;29
Canis-Major-Wolke;117|30;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;30
Canis-Major-Wolke;118|30;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;118;30
Canis-Major-Wolke;119|30;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;119;30
Pavostrudel;102|30;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;30
Pavostrudel;103|30;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;30
Pavostrudel;104|30;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;30
Pavostrudel;105|30;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;30
Pavostrudel;106|30;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;30
Pavostrudel;107|30;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;30
Pavostrudel;101|31;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;31
Pavostrudel;102|31;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;31
Pavostrudel;103|31;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;31
Pavostrudel;104|31;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;31
Pavostrudel;105|31;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;31
Pavostrudel;106|31;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;31
Pavostrudel;107|31;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;31
Pavostrudel;108|31;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;108;31
Pavostrudel;101|32;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;101;32
Pavostrudel;102|32;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;32
Pavostrudel;103|32;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;32
Pavostrudel;104|32;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;32
Pavostrudel;105|32;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;32
Pavostrudel;106|32;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;32
Pavostrudel;107|32;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;107;32
Pavostrudel;108|32;passierbar;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;108;32
Pavostrudel;101|33;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;101;33
Pavostrudel;102|33;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;102;33
Pavostrudel;103|33;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;33
Pavostrudel;104|33;passierbar;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;104;33
Pavostrudel;105|33;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;33
Pavostrudel;106|33;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;33
Pavostrudel;107|33;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;33
Pavostrudel;108|33;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;33
Pavostrudel;101|34;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;34
Pavostrudel;102|34;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;34
Pavostrudel;105|34;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;34
Pavostrudel;106|34;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;34
Aquernebel;112|29;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;29
Aquernebel;113|29;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;29
Aquernebel;111|30;passierbar;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;111;30
Aquernebel;112|30;unpassierbar;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;112;30
Aquernebel;113|30;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;30
Aquernebel;110|31;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;31
Aquernebel;111|31;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;31
Aquernebel;112|31;passierbar;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;112;31
Aquernebel;111|32;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;32
Cygnusglanz;113|33;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;33
Cygnusglanz;114|33;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;33
Cygnusglanz;111|34;passierbar;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;111;34
Cygnusglanz;112|34;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;34
Cygnusglanz;113|34;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;34
Cygnusglanz;114|34;passierbar;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;114;34
Cygnusglanz;111|35;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;35
Cygnusglanz;112|35;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;35
Cygnusglanz;113|35;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;35
Auriganebel;102|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;40
Auriganebel;103|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;40
Auriganebel;104|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;40
Auriganebel;105|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;40
Auriganebel;106|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;40
Auriganebel;107|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;40
Auriganebel;108|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;40
Auriganebel;109|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;40
Auriganebel;110|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;40
Auriganebel;111|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;40
Auriganebel;112|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;40
Auriganebel;113|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;40
Auriganebel;114|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;40
Auriganebel;115|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;40
Auriganebel;116|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;40
Auriganebel;117|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;40
Auriganebel;118|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;40
Auriganebel;119|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;40
Auriganebel;120|40;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;40
Auriganebel;102|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;41
Auriganebel;103|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;41
Auriganebel;104|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;41
Auriganebel;105|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;41
Auriganebel;106|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;41
Auriganebel;107|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;41
Auriganebel;108|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;41
Auriganebel;109|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;41
Auriganebel;110|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;41
Auriganebel;111|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;41
Auriganebel;112|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;41
Auriganebel;113|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;41
Auriganebel;114|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;41
Auriganebel;115|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;41
Auriganebel;116|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;41
Auriganebel;117|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;41
Auriganebel;118|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;41
Auriganebel;119|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;41
Auriganebel;120|41;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;41
Auriganebel;103|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;42
Auriganebel;104|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;42
Auriganebel;105|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;42
Auriganebel;106|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;42
Auriganebel;107|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;42
Auriganebel;108|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;42
Auriganebel;109|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;42
Auriganebel;110|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;42
Auriganebel;111|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;42
Auriganebel;112|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;42
Auriganebel;113|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;42
Auriganebel;114|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;42
Auriganebel;115|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;42
Auriganebel;116|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;42
Auriganebel;117|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;42
Auriganebel;118|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;42
Auriganebel;119|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;42
Auriganebel;120|42;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;42
Auriganebel;104|43;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;43
Auriganebel;105|43;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;43
Auriganebel;106|43;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;43
Auriganebel;107|43;passierbar;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;107;43
Auriganebel;108|43;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;43
Auriganebel;109|43;passierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;43
Auriganebel;110|43;unpassierbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;43
